Country,Continent,Type,Domestic primary material,Domestic Products,Virgin content consumption,Recycled content consumption,Primary material trade (imports),Primary material trade (exports),Products (imports),Products (exports),Total generated plastic waste,Waste recovered for recycling,Waste to Energy,Waste Incinerated (without energy recovery),Waste landfilled,Waste (import),Waste (Export)
Ethiopia,Africa,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Gabon,Africa,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Gambia,Africa,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,
Georgia,Asia,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Grenada,North America,SIDs,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Guatemala,Central America,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Guinea,Africa,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Guinea-Bissau,Africa,SIDs,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,,
Guyana,South America,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Haiti,North America,SIDs,,,,,,,,,,,,,,,
Honduras,Central America,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Iraq,Asia,Other,,,,,,,,,,,,,,,
Ivory Coast,Africa,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Jamaica,North America,SIDs,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://statinja.gov.jm/Environmentdata.aspx,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Jordan,Asia,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,http://jdp.dos.gov.jo/Quantitative-Analysis/National/Annual/,http://jdp.dos.gov.jo/Quantitative-Analysis/National/Annual/,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Kazakhstan,Asia,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://stat.gov.kz/en/industries/environment/stat-eco/spreadsheets/,https://stat.gov.kz/en/industries/environment/stat-eco/spreadsheets/,https://stat.gov.kz/en/industries/environment/stat-eco/spreadsheets/,https://stat.gov.kz/en/industries/environment/stat-eco/spreadsheets/,https://stat.gov.kz/en/industries/environment/stat-eco/spreadsheets/,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Kiribati,Australia/Oceania,SIDs,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Kuwait,Asia,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Kyrgyzstan,Asia,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://www.stat.gov.kg/media/publicationarchive/8c0e9d22-6bb6-4145-b1d6-8311da33521d.pdf,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Laos,Asia,Other,,,,,,,,,https://openjicareport.jica.go.jp/pdf/12345914.pdf,,,,,,
Lebanon,Asia,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Lesotho,Africa,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Liberia,Africa,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,,,,,
Libya,Africa,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,,
North Macedonia,Europe,Other,,,https://ec.europa.eu/eurostat/databrowser/view/env_ac_mfa__custom_13004790/default/table?lang=en,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://www.stat.gov.mk/GSearch_en.aspx?cx=005984792435174779271%3Av7t0sn-wu1a&cof=FORID%3A10&ie=UTF-8&q=municipal+waste&sa=Search,https://ec.europa.eu/eurostat/databrowser/view/env_wastrt__custom_13004468/default/table?lang=en,https://ec.europa.eu/eurostat/databrowser/view/env_wastrt__custom_13004468/default/table?lang=en,,https://ec.europa.eu/eurostat/databrowser/view/env_wastrt__custom_13004468/default/table?lang=en,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Madagascar,Africa,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Malawi,Africa,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Mali,Africa,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Marshall Islands,Australia/Oceania,SIDs,,,,,,,,,https://rmi-data.sprep.org/dataset/rmis-solid-waste-management-reports,https://rmi-data.sprep.org/dataset/rmis-solid-waste-management-reports,,,https://rmi-data.sprep.org/dataset/rmis-solid-waste-management-reports,,
Mauritania,Africa,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Mauritius,Africa,SIDs,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://www.mcci.org/media/321904/waste-plastic-free-report-web-version-2803.pdf,https://www.mcci.org/media/321904/waste-plastic-free-report-web-version-2803.pdf,,,https://www.mcci.org/media/321904/waste-plastic-free-report-web-version-2803.pdf,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Micronesia,Australia/Oceania,SIDs,,,,,,,,,,,,,,,
Moldova,Europe,Other,,https://statbank.statistica.md/PxWeb/pxweb/en/40 Statistica economica/40 Statistica economica__14 IND__IND010__serii lunare/IND013200.px/table/tableViewLayout2/?rxid=3881c5a2-c058-4965-b048-45ebf1477875,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://statbank.statistica.md/PxWeb/pxweb/en/10 Mediul inconjurator/10 Mediul inconjurator__MED040__Municipale/MED060320reg.px/table/tableViewLayout2/?rxid=e87671c5-56a9-42d1-a7d6-dd0671acb8eb,,,,https://statbank.statistica.md/PxWeb/pxweb/en/10 Mediul inconjurator/10 Mediul inconjurator__MED040__Intreprinderi/MED040100.px/?rxid=e87671c5-56a9-42d1-a7d6-dd0671acb8eb,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Montenegro,Europe,Other,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://statbank.statistica.md/PxWeb/pxweb/en/10 Mediul inconjurator/10 Mediul inconjurator__MED040__Municipale/MED060320reg.px/table/tableViewLayout2/?rxid=e87671c5-56a9-42d1-a7d6-dd0671acb8eb,https://ec.europa.eu/eurostat/databrowser/view/env_wastrt__custom_13004468/default/table?lang=en,https://ec.europa.eu/eurostat/databrowser/view/env_wastrt__custom_13004468/default/table?lang=en,,https://ec.europa.eu/eurostat/databrowser/view/env_wastrt__custom_13004468/default/table?lang=en,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Morocco,Africa,Other,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Mozambique,Africa,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Myanmar (Burma),Asia,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Namibia,Africa,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Nauru,Australia/Oceania,SIDs,,,,,,,,,,,,,,,
Nicaragua,Central America,Other,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Niger,Africa,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
North Korea (Democratic People's Republic of Korea),Asia,Other,,,,,,,,,,,,,,,
Oman,Asia,Other,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
Palau,Australia/Oceania,SIDs,,,,,,,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,https://comtradeplus.un.org/TradeFlow?Frequency=A&Flows=X&CommodityCodes=340540&Partners=0&Reporters=all&period=all&AggregateBy=none&BreakdownMode=plus,,,,,,https://comtradeplus.un.org/TradeFlow,https://comtradeplus.un.org/TradeFlow
